"sim","rank","abund","nparts","s0","n0"
52,3,923,"100284",3,1097
53,1,165,"100284",3,1097
53,2,245,"100284",3,1097
53,3,687,"100284",3,1097
54,1,29,"100284",3,1097
54,2,332,"100284",3,1097
54,3,736,"100284",3,1097
55,1,74,"100284",3,1097
55,2,192,"100284",3,1097
55,3,831,"100284",3,1097
56,1,89,"100284",3,1097
56,2,389,"100284",3,1097
56,3,619,"100284",3,1097
57,1,131,"100284",3,1097
57,2,358,"100284",3,1097
57,3,608,"100284",3,1097
58,1,206,"100284",3,1097
58,2,236,"100284",3,1097
58,3,655,"100284",3,1097
59,1,117,"100284",3,1097
59,2,162,"100284",3,1097
59,3,818,"100284",3,1097
60,1,16,"100284",3,1097
60,2,236,"100284",3,1097
60,3,845,"100284",3,1097
61,1,252,"100284",3,1097
61,2,253,"100284",3,1097
61,3,592,"100284",3,1097
62,1,4,"100284",3,1097
62,2,262,"100284",3,1097
62,3,831,"100284",3,1097
63,1,141,"100284",3,1097
63,2,190,"100284",3,1097
63,3,766,"100284",3,1097
64,1,83,"100284",3,1097
64,2,131,"100284",3,1097
64,3,883,"100284",3,1097
65,1,96,"100284",3,1097
65,2,496,"100284",3,1097
65,3,505,"100284",3,1097
66,1,307,"100284",3,1097
66,2,330,"100284",3,1097
66,3,460,"100284",3,1097
67,1,129,"100284",3,1097
67,2,175,"100284",3,1097
67,3,793,"100284",3,1097
68,1,4,"100284",3,1097
68,2,111,"100284",3,1097
68,3,982,"100284",3,1097
69,1,142,"100284",3,1097
69,2,248,"100284",3,1097
69,3,707,"100284",3,1097
70,1,17,"100284",3,1097
70,2,508,"100284",3,1097
70,3,572,"100284",3,1097
71,1,108,"100284",3,1097
71,2,187,"100284",3,1097
71,3,802,"100284",3,1097
72,1,81,"100284",3,1097
72,2,168,"100284",3,1097
72,3,848,"100284",3,1097
73,1,169,"100284",3,1097
73,2,373,"100284",3,1097
73,3,555,"100284",3,1097
74,1,171,"100284",3,1097
74,2,260,"100284",3,1097
74,3,666,"100284",3,1097
75,1,11,"100284",3,1097
75,2,200,"100284",3,1097
75,3,886,"100284",3,1097
76,1,32,"100284",3,1097
76,2,473,"100284",3,1097
76,3,592,"100284",3,1097
77,1,104,"100284",3,1097
77,2,421,"100284",3,1097
77,3,572,"100284",3,1097
78,1,96,"100284",3,1097
78,2,238,"100284",3,1097
78,3,763,"100284",3,1097
79,1,86,"100284",3,1097
79,2,398,"100284",3,1097
79,3,613,"100284",3,1097
80,1,3,"100284",3,1097
80,2,228,"100284",3,1097
80,3,866,"100284",3,1097
81,1,163,"100284",3,1097
81,2,414,"100284",3,1097
81,3,520,"100284",3,1097
82,1,234,"100284",3,1097
82,2,333,"100284",3,1097
82,3,530,"100284",3,1097
83,1,171,"100284",3,1097
83,2,317,"100284",3,1097
83,3,609,"100284",3,1097
84,1,66,"100284",3,1097
84,2,310,"100284",3,1097
84,3,721,"100284",3,1097
85,1,187,"100284",3,1097
85,2,288,"100284",3,1097
85,3,622,"100284",3,1097
86,1,182,"100284",3,1097
86,2,429,"100284",3,1097
86,3,486,"100284",3,1097
87,1,296,"100284",3,1097
87,2,357,"100284",3,1097
87,3,444,"100284",3,1097
88,1,57,"100284",3,1097
88,2,324,"100284",3,1097
88,3,716,"100284",3,1097
89,1,56,"100284",3,1097
89,2,313,"100284",3,1097
89,3,728,"100284",3,1097
90,1,149,"100284",3,1097
90,2,368,"100284",3,1097
90,3,580,"100284",3,1097
91,1,52,"100284",3,1097
91,2,238,"100284",3,1097
91,3,807,"100284",3,1097
92,1,38,"100284",3,1097
92,2,409,"100284",3,1097
92,3,650,"100284",3,1097
93,1,59,"100284",3,1097
93,2,172,"100284",3,1097
93,3,866,"100284",3,1097
94,1,73,"100284",3,1097
94,2,369,"100284",3,1097
94,3,655,"100284",3,1097
95,1,278,"100284",3,1097
95,2,361,"100284",3,1097
95,3,458,"100284",3,1097
96,1,80,"100284",3,1097
96,2,390,"100284",3,1097
96,3,627,"100284",3,1097
97,1,154,"100284",3,1097
97,2,333,"100284",3,1097
97,3,610,"100284",3,1097
98,1,213,"100284",3,1097
98,2,372,"100284",3,1097
98,3,512,"100284",3,1097
99,1,107,"100284",3,1097
99,2,248,"100284",3,1097
99,3,742,"100284",3,1097
100,1,160,"100284",3,1097
100,2,413,"100284",3,1097
100,3,524,"100284",3,1097
101,1,33,"100284",3,1097
101,2,95,"100284",3,1097
101,3,969,"100284",3,1097
102,1,65,"100284",3,1097
102,2,218,"100284",3,1097
102,3,814,"100284",3,1097
103,1,264,"100284",3,1097
103,2,353,"100284",3,1097
103,3,480,"100284",3,1097
104,1,95,"100284",3,1097
104,2,382,"100284",3,1097
104,3,620,"100284",3,1097
105,1,67,"100284",3,1097
105,2,156,"100284",3,1097
105,3,874,"100284",3,1097
106,1,71,"100284",3,1097
106,2,463,"100284",3,1097
106,3,563,"100284",3,1097
107,1,22,"100284",3,1097
107,2,426,"100284",3,1097
107,3,649,"100284",3,1097
108,1,44,"100284",3,1097
108,2,75,"100284",3,1097
108,3,978,"100284",3,1097
109,1,97,"100284",3,1097
109,2,278,"100284",3,1097
109,3,722,"100284",3,1097
110,1,160,"100284",3,1097
110,2,160,"100284",3,1097
110,3,777,"100284",3,1097
111,1,15,"100284",3,1097
111,2,185,"100284",3,1097
111,3,897,"100284",3,1097
112,1,78,"100284",3,1097
112,2,279,"100284",3,1097
112,3,740,"100284",3,1097
113,1,24,"100284",3,1097
113,2,111,"100284",3,1097
113,3,962,"100284",3,1097
114,1,109,"100284",3,1097
114,2,168,"100284",3,1097
114,3,820,"100284",3,1097
115,1,197,"100284",3,1097
115,2,345,"100284",3,1097
115,3,555,"100284",3,1097
116,1,74,"100284",3,1097
116,2,164,"100284",3,1097
116,3,859,"100284",3,1097
117,1,114,"100284",3,1097
117,2,371,"100284",3,1097
117,3,612,"100284",3,1097
118,1,284,"100284",3,1097
118,2,301,"100284",3,1097
118,3,512,"100284",3,1097
119,1,1,"100284",3,1097
119,2,14,"100284",3,1097
119,3,1082,"100284",3,1097
120,1,32,"100284",3,1097
120,2,483,"100284",3,1097
120,3,582,"100284",3,1097
121,1,52,"100284",3,1097
121,2,134,"100284",3,1097
121,3,911,"100284",3,1097
122,1,56,"100284",3,1097
122,2,459,"100284",3,1097
122,3,582,"100284",3,1097
123,1,88,"100284",3,1097
123,2,463,"100284",3,1097
123,3,546,"100284",3,1097
124,1,269,"100284",3,1097
124,2,269,"100284",3,1097
124,3,559,"100284",3,1097
125,1,264,"100284",3,1097
125,2,283,"100284",3,1097
125,3,550,"100284",3,1097
126,1,17,"100284",3,1097
126,2,297,"100284",3,1097
126,3,783,"100284",3,1097
127,1,218,"100284",3,1097
127,2,333,"100284",3,1097
127,3,546,"100284",3,1097
128,1,260,"100284",3,1097
128,2,348,"100284",3,1097
128,3,489,"100284",3,1097
129,1,8,"100284",3,1097
129,2,37,"100284",3,1097
129,3,1052,"100284",3,1097
130,1,152,"100284",3,1097
130,2,191,"100284",3,1097
130,3,754,"100284",3,1097
131,1,57,"100284",3,1097
131,2,163,"100284",3,1097
131,3,877,"100284",3,1097
132,1,161,"100284",3,1097
132,2,429,"100284",3,1097
132,3,507,"100284",3,1097
133,1,13,"100284",3,1097
133,2,249,"100284",3,1097
133,3,835,"100284",3,1097
134,1,150,"100284",3,1097
134,2,206,"100284",3,1097
134,3,741,"100284",3,1097
135,1,94,"100284",3,1097
135,2,205,"100284",3,1097
135,3,798,"100284",3,1097
136,1,102,"100284",3,1097
136,2,318,"100284",3,1097
136,3,677,"100284",3,1097
137,1,182,"100284",3,1097
137,2,238,"100284",3,1097
137,3,677,"100284",3,1097
138,1,147,"100284",3,1097
138,2,173,"100284",3,1097
138,3,777,"100284",3,1097
139,1,16,"100284",3,1097
139,2,507,"100284",3,1097
139,3,574,"100284",3,1097
140,1,179,"100284",3,1097
140,2,396,"100284",3,1097
140,3,522,"100284",3,1097
141,1,13,"100284",3,1097
141,2,390,"100284",3,1097
141,3,694,"100284",3,1097
142,1,185,"100284",3,1097
142,2,244,"100284",3,1097
142,3,668,"100284",3,1097
143,1,182,"100284",3,1097
143,2,393,"100284",3,1097
143,3,522,"100284",3,1097
144,1,248,"100284",3,1097
144,2,274,"100284",3,1097
144,3,575,"100284",3,1097
145,1,241,"100284",3,1097
145,2,256,"100284",3,1097
145,3,600,"100284",3,1097
146,1,70,"100284",3,1097
146,2,212,"100284",3,1097
146,3,815,"100284",3,1097
147,1,199,"100284",3,1097
147,2,201,"100284",3,1097
147,3,697,"100284",3,1097
148,1,242,"100284",3,1097
148,2,354,"100284",3,1097
148,3,501,"100284",3,1097
149,1,87,"100284",3,1097
149,2,330,"100284",3,1097
149,3,680,"100284",3,1097
150,1,52,"100284",3,1097
150,2,178,"100284",3,1097
150,3,867,"100284",3,1097
151,1,287,"100284",3,1097
151,2,329,"100284",3,1097
151,3,481,"100284",3,1097
152,1,16,"100284",3,1097
152,2,49,"100284",3,1097
152,3,1032,"100284",3,1097
153,1,228,"100284",3,1097
153,2,352,"100284",3,1097
153,3,517,"100284",3,1097
154,1,74,"100284",3,1097
154,2,187,"100284",3,1097
154,3,836,"100284",3,1097
155,1,213,"100284",3,1097
155,2,348,"100284",3,1097
155,3,536,"100284",3,1097
156,1,139,"100284",3,1097
156,2,141,"100284",3,1097
156,3,817,"100284",3,1097
157,1,150,"100284",3,1097
157,2,361,"100284",3,1097
157,3,586,"100284",3,1097
158,1,16,"100284",3,1097
158,2,41,"100284",3,1097
158,3,1040,"100284",3,1097
159,1,279,"100284",3,1097
159,2,400,"100284",3,1097
159,3,418,"100284",3,1097
160,1,241,"100284",3,1097
160,2,302,"100284",3,1097
160,3,554,"100284",3,1097
161,1,36,"100284",3,1097
161,2,405,"100284",3,1097
161,3,656,"100284",3,1097
162,1,22,"100284",3,1097
162,2,121,"100284",3,1097
162,3,954,"100284",3,1097
163,1,184,"100284",3,1097
163,2,454,"100284",3,1097
163,3,459,"100284",3,1097
164,1,97,"100284",3,1097
164,2,99,"100284",3,1097
164,3,901,"100284",3,1097
165,1,125,"100284",3,1097
165,2,439,"100284",3,1097
165,3,533,"100284",3,1097
166,1,42,"100284",3,1097
166,2,288,"100284",3,1097
166,3,767,"100284",3,1097
167,1,4,"100284",3,1097
167,2,520,"100284",3,1097
167,3,573,"100284",3,1097
168,1,10,"100284",3,1097
168,2,33,"100284",3,1097
168,3,1054,"100284",3,1097
169,1,16,"100284",3,1097
169,2,523,"100284",3,1097
169,3,558,"100284",3,1097
170,1,123,"100284",3,1097
170,2,192,"100284",3,1097
170,3,782,"100284",3,1097
171,1,105,"100284",3,1097
171,2,249,"100284",3,1097
171,3,743,"100284",3,1097
172,1,172,"100284",3,1097
172,2,381,"100284",3,1097
172,3,544,"100284",3,1097
173,1,219,"100284",3,1097
173,2,326,"100284",3,1097
173,3,552,"100284",3,1097
174,1,227,"100284",3,1097
174,2,409,"100284",3,1097
174,3,461,"100284",3,1097
175,1,116,"100284",3,1097
175,2,339,"100284",3,1097
175,3,642,"100284",3,1097
176,1,57,"100284",3,1097
176,2,247,"100284",3,1097
176,3,793,"100284",3,1097
177,1,6,"100284",3,1097
177,2,185,"100284",3,1097
177,3,906,"100284",3,1097
178,1,301,"100284",3,1097
178,2,341,"100284",3,1097
178,3,455,"100284",3,1097
179,1,223,"100284",3,1097
179,2,270,"100284",3,1097
179,3,604,"100284",3,1097
180,1,35,"100284",3,1097
180,2,298,"100284",3,1097
180,3,764,"100284",3,1097
181,1,338,"100284",3,1097
181,2,364,"100284",3,1097
181,3,395,"100284",3,1097
182,1,56,"100284",3,1097
182,2,152,"100284",3,1097
182,3,889,"100284",3,1097
183,1,298,"100284",3,1097
183,2,320,"100284",3,1097
183,3,479,"100284",3,1097
184,1,104,"100284",3,1097
184,2,248,"100284",3,1097
184,3,745,"100284",3,1097
185,1,47,"100284",3,1097
185,2,379,"100284",3,1097
185,3,671,"100284",3,1097
186,1,81,"100284",3,1097
186,2,157,"100284",3,1097
186,3,859,"100284",3,1097
187,1,97,"100284",3,1097
187,2,181,"100284",3,1097
187,3,819,"100284",3,1097
188,1,20,"100284",3,1097
188,2,299,"100284",3,1097
188,3,778,"100284",3,1097
189,1,120,"100284",3,1097
189,2,361,"100284",3,1097
189,3,616,"100284",3,1097
190,1,55,"100284",3,1097
190,2,95,"100284",3,1097
190,3,947,"100284",3,1097
191,1,1,"100284",3,1097
191,2,63,"100284",3,1097
191,3,1033,"100284",3,1097
192,1,10,"100284",3,1097
192,2,316,"100284",3,1097
192,3,771,"100284",3,1097
193,1,33,"100284",3,1097
193,2,402,"100284",3,1097
193,3,662,"100284",3,1097
194,1,313,"100284",3,1097
194,2,356,"100284",3,1097
194,3,428,"100284",3,1097
195,1,261,"100284",3,1097
195,2,333,"100284",3,1097
195,3,503,"100284",3,1097
196,1,83,"100284",3,1097
196,2,408,"100284",3,1097
196,3,606,"100284",3,1097
197,1,8,"100284",3,1097
197,2,288,"100284",3,1097
197,3,801,"100284",3,1097
198,1,72,"100284",3,1097
198,2,196,"100284",3,1097
198,3,829,"100284",3,1097
199,1,105,"100284",3,1097
199,2,133,"100284",3,1097
199,3,859,"100284",3,1097
200,1,286,"100284",3,1097
200,2,295,"100284",3,1097
200,3,516,"100284",3,1097
201,1,28,"100284",3,1097
201,2,404,"100284",3,1097
201,3,665,"100284",3,1097
202,1,124,"100284",3,1097
202,2,275,"100284",3,1097
202,3,698,"100284",3,1097
203,1,260,"100284",3,1097
203,2,408,"100284",3,1097
203,3,429,"100284",3,1097
204,1,39,"100284",3,1097
204,2,342,"100284",3,1097
204,3,716,"100284",3,1097
205,1,95,"100284",3,1097
205,2,254,"100284",3,1097
205,3,748,"100284",3,1097
206,1,220,"100284",3,1097
206,2,402,"100284",3,1097
206,3,475,"100284",3,1097
207,1,175,"100284",3,1097
207,2,343,"100284",3,1097
207,3,579,"100284",3,1097
208,1,52,"100284",3,1097
208,2,207,"100284",3,1097
208,3,838,"100284",3,1097
209,1,88,"100284",3,1097
209,2,224,"100284",3,1097
209,3,785,"100284",3,1097
210,1,97,"100284",3,1097
210,2,176,"100284",3,1097
210,3,824,"100284",3,1097
211,1,118,"100284",3,1097
211,2,178,"100284",3,1097
211,3,801,"100284",3,1097
212,1,234,"100284",3,1097
212,2,427,"100284",3,1097
212,3,436,"100284",3,1097
213,1,22,"100284",3,1097
213,2,226,"100284",3,1097
213,3,849,"100284",3,1097
214,1,142,"100284",3,1097
214,2,411,"100284",3,1097
214,3,544,"100284",3,1097
215,1,78,"100284",3,1097
215,2,274,"100284",3,1097
215,3,745,"100284",3,1097
216,1,179,"100284",3,1097
216,2,416,"100284",3,1097
216,3,502,"100284",3,1097
217,1,77,"100284",3,1097
217,2,332,"100284",3,1097
217,3,688,"100284",3,1097
218,1,6,"100284",3,1097
218,2,95,"100284",3,1097
218,3,996,"100284",3,1097
219,1,45,"100284",3,1097
219,2,404,"100284",3,1097
219,3,648,"100284",3,1097
220,1,68,"100284",3,1097
220,2,264,"100284",3,1097
220,3,765,"100284",3,1097
221,1,268,"100284",3,1097
221,2,395,"100284",3,1097
221,3,434,"100284",3,1097
222,1,152,"100284",3,1097
222,2,289,"100284",3,1097
222,3,656,"100284",3,1097
223,1,49,"100284",3,1097
223,2,282,"100284",3,1097
223,3,766,"100284",3,1097
224,1,20,"100284",3,1097
224,2,94,"100284",3,1097
224,3,983,"100284",3,1097
225,1,181,"100284",3,1097
225,2,286,"100284",3,1097
225,3,630,"100284",3,1097
226,1,234,"100284",3,1097
226,2,404,"100284",3,1097
226,3,459,"100284",3,1097
227,1,113,"100284",3,1097
227,2,167,"100284",3,1097
227,3,817,"100284",3,1097
228,1,39,"100284",3,1097
228,2,302,"100284",3,1097
228,3,756,"100284",3,1097
229,1,46,"100284",3,1097
229,2,361,"100284",3,1097
229,3,690,"100284",3,1097
230,1,36,"100284",3,1097
230,2,404,"100284",3,1097
230,3,657,"100284",3,1097
231,1,93,"100284",3,1097
231,2,492,"100284",3,1097
231,3,512,"100284",3,1097
232,1,54,"100284",3,1097
232,2,215,"100284",3,1097
232,3,828,"100284",3,1097
233,1,61,"100284",3,1097
233,2,120,"100284",3,1097
233,3,916,"100284",3,1097
234,1,40,"100284",3,1097
234,2,310,"100284",3,1097
234,3,747,"100284",3,1097
235,1,190,"100284",3,1097
235,2,369,"100284",3,1097
235,3,538,"100284",3,1097
236,1,263,"100284",3,1097
236,2,416,"100284",3,1097
236,3,418,"100284",3,1097
237,1,143,"100284",3,1097
237,2,310,"100284",3,1097
237,3,644,"100284",3,1097
238,1,30,"100284",3,1097
238,2,147,"100284",3,1097
238,3,920,"100284",3,1097
239,1,159,"100284",3,1097
239,2,379,"100284",3,1097
239,3,559,"100284",3,1097
240,1,206,"100284",3,1097
240,2,435,"100284",3,1097
240,3,456,"100284",3,1097
241,1,66,"100284",3,1097
241,2,501,"100284",3,1097
241,3,530,"100284",3,1097
242,1,31,"100284",3,1097
242,2,490,"100284",3,1097
242,3,576,"100284",3,1097
243,1,129,"100284",3,1097
243,2,204,"100284",3,1097
243,3,764,"100284",3,1097
244,1,98,"100284",3,1097
244,2,382,"100284",3,1097
244,3,617,"100284",3,1097
245,1,255,"100284",3,1097
245,2,292,"100284",3,1097
245,3,550,"100284",3,1097
246,1,36,"100284",3,1097
246,2,519,"100284",3,1097
246,3,542,"100284",3,1097
247,1,37,"100284",3,1097
247,2,523,"100284",3,1097
247,3,537,"100284",3,1097
248,1,172,"100284",3,1097
248,2,225,"100284",3,1097
248,3,700,"100284",3,1097
249,1,209,"100284",3,1097
249,2,424,"100284",3,1097
249,3,464,"100284",3,1097
250,1,114,"100284",3,1097
250,2,478,"100284",3,1097
250,3,505,"100284",3,1097
251,1,23,"100284",3,1097
251,2,297,"100284",3,1097
251,3,777,"100284",3,1097
252,1,247,"100284",3,1097
252,2,333,"100284",3,1097
252,3,517,"100284",3,1097
253,1,70,"100284",3,1097
253,2,183,"100284",3,1097
253,3,844,"100284",3,1097
254,1,214,"100284",3,1097
254,2,423,"100284",3,1097
254,3,460,"100284",3,1097
255,1,111,"100284",3,1097
255,2,290,"100284",3,1097
255,3,696,"100284",3,1097
256,1,239,"100284",3,1097
256,2,275,"100284",3,1097
256,3,583,"100284",3,1097
257,1,165,"100284",3,1097
257,2,433,"100284",3,1097
257,3,499,"100284",3,1097
258,1,98,"100284",3,1097
258,2,281,"100284",3,1097
258,3,718,"100284",3,1097
259,1,20,"100284",3,1097
259,2,111,"100284",3,1097
259,3,966,"100284",3,1097
260,1,212,"100284",3,1097
260,2,269,"100284",3,1097
260,3,616,"100284",3,1097
261,1,22,"100284",3,1097
261,2,503,"100284",3,1097
261,3,572,"100284",3,1097
262,1,15,"100284",3,1097
262,2,490,"100284",3,1097
262,3,592,"100284",3,1097
263,1,205,"100284",3,1097
263,2,388,"100284",3,1097
263,3,504,"100284",3,1097
264,1,252,"100284",3,1097
264,2,419,"100284",3,1097
264,3,426,"100284",3,1097
265,1,57,"100284",3,1097
265,2,357,"100284",3,1097
265,3,683,"100284",3,1097
266,1,51,"100284",3,1097
266,2,211,"100284",3,1097
266,3,835,"100284",3,1097
267,1,154,"100284",3,1097
267,2,383,"100284",3,1097
267,3,560,"100284",3,1097
268,1,89,"100284",3,1097
268,2,379,"100284",3,1097
268,3,629,"100284",3,1097
269,1,21,"100284",3,1097
269,2,479,"100284",3,1097
269,3,597,"100284",3,1097
270,1,35,"100284",3,1097
270,2,268,"100284",3,1097
270,3,794,"100284",3,1097
271,1,268,"100284",3,1097
271,2,412,"100284",3,1097
271,3,417,"100284",3,1097
272,1,181,"100284",3,1097
272,2,241,"100284",3,1097
272,3,675,"100284",3,1097
273,1,29,"100284",3,1097
273,2,360,"100284",3,1097
273,3,708,"100284",3,1097
274,1,209,"100284",3,1097
274,2,330,"100284",3,1097
274,3,558,"100284",3,1097
275,1,49,"100284",3,1097
275,2,315,"100284",3,1097
275,3,733,"100284",3,1097
276,1,62,"100284",3,1097
276,2,135,"100284",3,1097
276,3,900,"100284",3,1097
277,1,63,"100284",3,1097
277,2,180,"100284",3,1097
277,3,854,"100284",3,1097
278,1,171,"100284",3,1097
278,2,195,"100284",3,1097
278,3,731,"100284",3,1097
279,1,70,"100284",3,1097
279,2,165,"100284",3,1097
279,3,862,"100284",3,1097
280,1,161,"100284",3,1097
280,2,202,"100284",3,1097
280,3,734,"100284",3,1097
281,1,56,"100284",3,1097
281,2,504,"100284",3,1097
281,3,537,"100284",3,1097
282,1,55,"100284",3,1097
282,2,288,"100284",3,1097
282,3,754,"100284",3,1097
283,1,145,"100284",3,1097
283,2,301,"100284",3,1097
283,3,651,"100284",3,1097
284,1,34,"100284",3,1097
284,2,143,"100284",3,1097
284,3,920,"100284",3,1097
285,1,140,"100284",3,1097
285,2,463,"100284",3,1097
285,3,494,"100284",3,1097
286,1,81,"100284",3,1097
286,2,306,"100284",3,1097
286,3,710,"100284",3,1097
287,1,129,"100284",3,1097
287,2,247,"100284",3,1097
287,3,721,"100284",3,1097
288,1,48,"100284",3,1097
288,2,503,"100284",3,1097
288,3,546,"100284",3,1097
289,1,122,"100284",3,1097
289,2,318,"100284",3,1097
289,3,657,"100284",3,1097
290,1,258,"100284",3,1097
290,2,363,"100284",3,1097
290,3,476,"100284",3,1097
291,1,86,"100284",3,1097
291,2,475,"100284",3,1097
291,3,536,"100284",3,1097
292,1,284,"100284",3,1097
292,2,366,"100284",3,1097
292,3,447,"100284",3,1097
293,1,230,"100284",3,1097
293,2,403,"100284",3,1097
293,3,464,"100284",3,1097
294,1,75,"100284",3,1097
294,2,329,"100284",3,1097
294,3,693,"100284",3,1097
295,1,170,"100284",3,1097
295,2,227,"100284",3,1097
295,3,700,"100284",3,1097
296,1,191,"100284",3,1097
296,2,331,"100284",3,1097
296,3,575,"100284",3,1097
297,1,3,"100284",3,1097
297,2,437,"100284",3,1097
297,3,657,"100284",3,1097
298,1,67,"100284",3,1097
298,2,373,"100284",3,1097
298,3,657,"100284",3,1097
299,1,240,"100284",3,1097
299,2,367,"100284",3,1097
299,3,490,"100284",3,1097
300,1,260,"100284",3,1097
300,2,399,"100284",3,1097
300,3,438,"100284",3,1097
301,1,127,"100284",3,1097
301,2,444,"100284",3,1097
301,3,526,"100284",3,1097
302,1,198,"100284",3,1097
302,2,304,"100284",3,1097
302,3,595,"100284",3,1097
303,1,211,"100284",3,1097
303,2,319,"100284",3,1097
303,3,567,"100284",3,1097
304,1,50,"100284",3,1097
304,2,380,"100284",3,1097
304,3,667,"100284",3,1097
305,1,147,"100284",3,1097
305,2,374,"100284",3,1097
305,3,576,"100284",3,1097
306,1,53,"100284",3,1097
306,2,143,"100284",3,1097
306,3,901,"100284",3,1097
307,1,171,"100284",3,1097
307,2,264,"100284",3,1097
307,3,662,"100284",3,1097
308,1,181,"100284",3,1097
308,2,260,"100284",3,1097
308,3,656,"100284",3,1097
309,1,26,"100284",3,1097
309,2,470,"100284",3,1097
309,3,601,"100284",3,1097
310,1,55,"100284",3,1097
310,2,501,"100284",3,1097
310,3,541,"100284",3,1097
